ISO 8601 UTC,pdate,rain, Approval Level, Grade, Qualifiers
2019-04-14T19:38:00Z,4/14/2019 14:38,0.009,Working,50,
2019-04-14T20:00:00Z,4/14/2019 15:00,0,Working,50,
2019-04-14T21:00:00Z,4/14/2019 16:00,0,Working,50,
2019-04-14T22:00:00Z,4/14/2019 17:00,0,Working,50,
2019-04-14T23:00:00Z,4/14/2019 18:00,0,Working,50,
2019-04-15T00:00:00Z,4/14/2019 19:00,0,Working,50,
2019-04-15T01:00:00Z,4/14/2019 20:00,0,Working,50,
2019-04-15T02:00:00Z,4/14/2019 21:00,0,Working,50,
2019-04-15T02:06:00Z,4/14/2019 21:06,0.009,Working,50,
2019-04-15T02:07:00Z,4/14/2019 21:07,0.028,Working,50,
2019-04-15T02:08:00Z,4/14/2019 21:08,0.019,Working,50,
2019-04-15T02:09:00Z,4/14/2019 21:09,0.019,Working,50,
2019-04-15T02:11:00Z,4/14/2019 21:11,0.018,Working,50,
2019-04-15T02:12:00Z,4/14/2019 21:12,0.028,Working,50,
2019-04-15T02:15:00Z,4/14/2019 21:15,0.009,Working,50,
2019-04-15T02:23:00Z,4/14/2019 21:23,0.009,Working,50,
2019-04-15T02:30:00Z,4/14/2019 21:30,0.009,Working,50,
2019-04-15T02:33:00Z,4/14/2019 21:33,0.009,Working,50,
2019-04-15T02:37:00Z,4/14/2019 21:37,0.009,Working,50,
2019-04-15T02:40:00Z,4/14/2019 21:40,0.009,Working,50,
2019-04-15T02:51:00Z,4/14/2019 21:51,0.009,Working,50,
2019-04-15T03:00:00Z,4/14/2019 22:00,0.009,Working,50,
2019-04-15T03:08:00Z,4/14/2019 22:08,0.009,Working,50,
2019-04-15T03:45:00Z,4/14/2019 22:45,0.009,Working,50,
2019-04-15T03:53:00Z,4/14/2019 22:53,0.009,Working,50,
2019-04-15T03:58:00Z,4/14/2019 22:58,0.009,Working,50,
2019-04-15T04:00:00Z,4/14/2019 23:00,0,Working,50,
2019-04-15T04:01:00Z,4/14/2019 23:01,0.009,Working,50,
2019-04-15T04:04:00Z,4/14/2019 23:04,0.009,Working,50,
2019-04-15T04:06:00Z,4/14/2019 23:06,0.009,Working,50,
2019-04-15T04:09:00Z,4/14/2019 23:09,0.009,Working,50,
2019-04-15T04:11:00Z,4/14/2019 23:11,0.009,Working,50,
2019-04-15T04:14:00Z,4/14/2019 23:14,0.009,Working,50,
2019-04-15T04:16:00Z,4/14/2019 23:16,0.009,Working,50,
2019-04-15T04:19:00Z,4/14/2019 23:19,0.009,Working,50,
2019-04-15T04:23:00Z,4/14/2019 23:23,0.009,Working,50,
2019-04-15T04:27:00Z,4/14/2019 23:27,0.009,Working,50,
2019-04-15T04:33:00Z,4/14/2019 23:33,0.009,Working,50,
2019-04-15T04:38:00Z,4/14/2019 23:38,0.009,Working,50,
2019-04-15T04:44:00Z,4/14/2019 23:44,0.009,Working,50,
2019-04-15T04:49:00Z,4/14/2019 23:49,0.009,Working,50,
2019-04-15T04:55:00Z,4/14/2019 23:55,0.009,Working,50,
2019-04-15T05:00:00Z,4/15/2019 0:00,0,Working,50,
2019-04-15T05:02:00Z,4/15/2019 0:02,0.009,Working,50,
2019-04-15T06:00:00Z,4/15/2019 1:00,0,Working,50,
2019-04-15T07:00:00Z,4/15/2019 2:00,0,Working,50,
2019-04-15T08:00:00Z,4/15/2019 3:00,0,Working,50,
2019-04-15T09:00:00Z,4/15/2019 4:00,0,Working,50,
2019-04-15T10:00:00Z,4/15/2019 5:00,0,Working,50,
2019-04-15T11:00:00Z,4/15/2019 6:00,0,Working,50,
2019-04-15T12:00:00Z,4/15/2019 7:00,0,Working,50,
2019-04-15T13:00:00Z,4/15/2019 8:00,0,Working,50,
2019-04-15T14:00:00Z,4/15/2019 9:00,0,Working,50,
2019-04-15T15:00:00Z,4/15/2019 10:00,0,Working,50,
2019-04-15T16:00:00Z,4/15/2019 11:00,0,Working,50,
2019-04-15T17:00:00Z,4/15/2019 12:00,0,Working,50,
2019-04-15T18:00:00Z,4/15/2019 13:00,0,Working,50,
2019-04-15T19:00:00Z,4/15/2019 14:00,0,Working,50,
2019-04-15T20:00:00Z,4/15/2019 15:00,0,Working,50,
2019-04-15T21:00:00Z,4/15/2019 16:00,0,Working,50,
2019-04-15T22:00:00Z,4/15/2019 17:00,0,Working,50,
2019-04-15T23:00:00Z,4/15/2019 18:00,0,Working,50,
2019-04-16T00:00:00Z,4/15/2019 19:00,0,Working,50,
2019-04-16T01:00:00Z,4/15/2019 20:00,0,Working,50,
2019-04-16T02:00:00Z,4/15/2019 21:00,0,Working,50,
2019-04-16T03:00:00Z,4/15/2019 22:00,0,Working,50,
2019-04-16T04:00:00Z,4/15/2019 23:00,0,Working,50,
2019-04-16T05:00:00Z,4/16/2019 0:00,0,Working,50,
2019-04-16T06:00:00Z,4/16/2019 1:00,0,Working,50,
2019-04-16T07:00:00Z,4/16/2019 2:00,0,Working,50,
2019-04-16T08:00:00Z,4/16/2019 3:00,0,Working,50,
2019-04-16T09:00:00Z,4/16/2019 4:00,0,Working,50,
2019-04-16T10:00:00Z,4/16/2019 5:00,0,Working,50,
2019-04-16T11:00:00Z,4/16/2019 6:00,0,Working,50,
2019-04-16T12:00:00Z,4/16/2019 7:00,0,Working,50,
2019-04-16T13:00:00Z,4/16/2019 8:00,0,Working,50,
2019-04-16T14:00:00Z,4/16/2019 9:00,0,Working,50,
2019-04-16T15:00:00Z,4/16/2019 10:00,0,Working,50,
2019-04-16T16:00:00Z,4/16/2019 11:00,0,Working,50,
2019-04-16T17:00:00Z,4/16/2019 12:00,0,Working,50,
2019-04-16T18:00:00Z,4/16/2019 13:00,0,Working,50,
2019-04-16T19:00:00Z,4/16/2019 14:00,0,Working,50,
2019-04-16T19:33:00Z,4/16/2019 14:33,0.009,Working,50,
2019-04-16T19:51:00Z,4/16/2019 14:51,0.009,Working,50,
2019-04-16T20:00:00Z,4/16/2019 15:00,0,Working,50,
2019-04-16T20:12:00Z,4/16/2019 15:12,0.009,Working,50,
2019-04-16T20:29:00Z,4/16/2019 15:29,0.009,Working,50,
2019-04-16T20:46:00Z,4/16/2019 15:46,0.009,Working,50,
2019-04-16T21:00:00Z,4/16/2019 16:00,0,Working,50,
2019-04-16T21:07:00Z,4/16/2019 16:07,0.009,Working,50,
2019-04-16T21:49:00Z,4/16/2019 16:49,0.009,Working,50,
2019-04-16T22:00:00Z,4/16/2019 17:00,0,Working,50,
2019-04-16T22:05:00Z,4/16/2019 17:05,0.009,Working,50,
2019-04-16T22:15:00Z,4/16/2019 17:15,0.009,Working,50,
2019-04-16T22:25:00Z,4/16/2019 17:25,0.009,Working,50,
2019-04-16T22:46:00Z,4/16/2019 17:46,0.009,Working,50,
2019-04-16T23:00:00Z,4/16/2019 18:00,0,Working,50,
2019-04-16T23:19:00Z,4/16/2019 18:19,0.009,Working,50,
2019-04-16T23:34:00Z,4/16/2019 18:34,0.009,Working,50,
2019-04-17T00:00:00Z,4/16/2019 19:00,0,Working,50,
2019-04-17T00:43:00Z,4/16/2019 19:43,0.009,Working,50,
2019-04-17T01:00:00Z,4/16/2019 20:00,0,Working,50,
2019-04-17T01:27:00Z,4/16/2019 20:27,0.009,Working,50,
2019-04-17T01:37:00Z,4/16/2019 20:37,0.009,Working,50,
2019-04-17T01:50:00Z,4/16/2019 20:50,0.009,Working,50,
2019-04-17T02:00:00Z,4/16/2019 21:00,0,Working,50,
2019-04-17T02:06:00Z,4/16/2019 21:06,0.009,Working,50,
2019-04-17T02:14:00Z,4/16/2019 21:14,0.009,Working,50,
2019-04-17T02:28:00Z,4/16/2019 21:28,0.009,Working,50,
2019-04-17T03:00:00Z,4/16/2019 22:00,0,Working,50,
2019-04-17T03:31:00Z,4/16/2019 22:31,0.009,Working,50,
2019-04-17T03:39:00Z,4/16/2019 22:39,0.009,Working,50,
2019-04-17T03:44:00Z,4/16/2019 22:44,0.009,Working,50,
2019-04-17T03:53:00Z,4/16/2019 22:53,0.009,Working,50,
2019-04-17T04:00:00Z,4/16/2019 23:00,0,Working,50,
2019-04-17T04:05:00Z,4/16/2019 23:05,0.009,Working,50,
2019-04-17T05:00:00Z,4/17/2019 0:00,0,Working,50,
2019-04-17T06:00:00Z,4/17/2019 1:00,0,Working,50,
2019-04-17T07:00:00Z,4/17/2019 2:00,0,Working,50,
2019-04-17T08:00:00Z,4/17/2019 3:00,0,Working,50,
2019-04-17T09:00:00Z,4/17/2019 4:00,0,Working,50,
2019-04-17T10:00:00Z,4/17/2019 5:00,0,Working,50,
2019-04-17T11:00:00Z,4/17/2019 6:00,0,Working,50,
2019-04-17T11:26:00Z,4/17/2019 6:26,0.009,Working,50,
2019-04-17T12:00:00Z,4/17/2019 7:00,0,Working,50,
2019-04-17T13:00:00Z,4/17/2019 8:00,0,Working,50,
2019-04-17T14:00:00Z,4/17/2019 9:00,0,Working,50,
2019-04-17T15:00:00Z,4/17/2019 10:00,0,Working,50,
2019-04-17T16:00:00Z,4/17/2019 11:00,0,Working,50,
2019-04-17T17:00:00Z,4/17/2019 12:00,0,Working,50,
2019-04-17T18:00:00Z,4/17/2019 13:00,0,Working,50,
2019-04-17T19:00:00Z,4/17/2019 14:00,0,Working,50,
2019-04-17T20:00:00Z,4/17/2019 15:00,0,Working,50,
2019-04-17T21:00:00Z,4/17/2019 16:00,0,Working,50,
2019-04-17T22:00:00Z,4/17/2019 17:00,0,Working,50,
2019-04-17T23:00:00Z,4/17/2019 18:00,0,Working,50,
2019-04-18T00:00:00Z,4/17/2019 19:00,0,Working,50,
2019-04-18T01:00:00Z,4/17/2019 20:00,0,Working,50,
2019-04-18T02:00:00Z,4/17/2019 21:00,0,Working,50,
2019-04-18T03:00:00Z,4/17/2019 22:00,0,Working,50,
2019-04-18T04:00:00Z,4/17/2019 23:00,0,Working,50,
2019-04-18T05:00:00Z,4/18/2019 0:00,0,Working,50,
2019-04-18T06:00:00Z,4/18/2019 1:00,0,Working,50,
2019-04-18T07:00:00Z,4/18/2019 2:00,0,Working,50,
2019-04-18T07:34:00Z,4/18/2019 2:34,0.009,Working,50,
2019-04-18T08:00:00Z,4/18/2019 3:00,0,Working,50,
2019-04-18T09:00:00Z,4/18/2019 4:00,0,Working,50,
2019-04-18T10:00:00Z,4/18/2019 5:00,0,Working,50,
2019-04-18T11:00:00Z,4/18/2019 6:00,0,Working,50,
2019-04-18T12:00:00Z,4/18/2019 7:00,0,Working,50,
2019-04-18T13:00:00Z,4/18/2019 8:00,0,Working,50,
2019-04-18T14:00:00Z,4/18/2019 9:00,0,Working,50,
2019-04-18T15:00:00Z,4/18/2019 10:00,0,Working,50,
2019-04-18T16:00:00Z,4/18/2019 11:00,0,Working,50,
2019-04-18T17:00:00Z,4/18/2019 12:00,0,Working,50,
2019-04-18T18:00:00Z,4/18/2019 13:00,0,Working,50,
2019-04-18T18:52:00Z,4/18/2019 13:52,0.009,Working,50,
2019-04-18T18:57:00Z,4/18/2019 13:57,0.019,Working,50,
2019-04-18T18:58:00Z,4/18/2019 13:58,0.009,Working,50,
2019-04-18T18:59:00Z,4/18/2019 13:59,0.009,Working,50,
2019-04-18T19:00:00Z,4/18/2019 14:00,0,Working,50,
2019-04-18T19:01:00Z,4/18/2019 14:01,0.018,Working,50,
2019-04-18T19:02:00Z,4/18/2019 14:02,0.019,Working,50,
2019-04-18T19:04:00Z,4/18/2019 14:04,0.009,Working,50,
2019-04-18T20:00:00Z,4/18/2019 15:00,0,Working,50,
2019-04-18T21:00:00Z,4/18/2019 16:00,0,Working,50,
2019-04-18T22:00:00Z,4/18/2019 17:00,0,Working,50,
2019-04-18T23:00:00Z,4/18/2019 18:00,0,Working,50,
2019-04-19T00:00:00Z,4/18/2019 19:00,0,Working,50,
2019-04-19T01:00:00Z,4/18/2019 20:00,0,Working,50,
2019-04-19T02:00:00Z,4/18/2019 21:00,0,Working,50,
2019-04-19T03:00:00Z,4/18/2019 22:00,0,Working,50,
2019-04-19T04:00:00Z,4/18/2019 23:00,0,Working,50,
2019-04-19T05:00:00Z,4/19/2019 0:00,0,Working,50,
2019-04-19T06:00:00Z,4/19/2019 1:00,0,Working,50,
2019-04-19T07:00:00Z,4/19/2019 2:00,0,Working,50,
2019-04-19T08:00:00Z,4/19/2019 3:00,0,Working,50,
2019-04-19T09:00:00Z,4/19/2019 4:00,0,Working,50,
2019-04-19T10:00:00Z,4/19/2019 5:00,0,Working,50,
2019-04-19T11:00:00Z,4/19/2019 6:00,0,Working,50,
2019-04-19T12:00:00Z,4/19/2019 7:00,0,Working,50,
2019-04-19T13:00:00Z,4/19/2019 8:00,0,Working,50,
2019-04-19T14:00:00Z,4/19/2019 9:00,0,Working,50,
2019-04-19T15:00:00Z,4/19/2019 10:00,0,Working,50,
2019-04-19T16:00:00Z,4/19/2019 11:00,0,Working,50,
2019-04-19T17:00:00Z,4/19/2019 12:00,0,Working,50,
2019-04-19T18:00:00Z,4/19/2019 13:00,0,Working,50,
2019-04-19T19:00:00Z,4/19/2019 14:00,0,Working,50,
2019-04-19T20:00:00Z,4/19/2019 15:00,0,Working,50,
2019-04-19T21:00:00Z,4/19/2019 16:00,0,Working,50,
2019-04-19T21:11:00Z,4/19/2019 16:11,0.009,Working,50,
2019-04-19T21:24:00Z,4/19/2019 16:24,0.009,Working,50,
2019-04-19T21:26:00Z,4/19/2019 16:26,0.009,Working,50,
2019-04-19T21:27:00Z,4/19/2019 16:27,0.009,Working,50,
2019-04-19T21:30:00Z,4/19/2019 16:30,0.009,Working,50,
2019-04-19T21:34:00Z,4/19/2019 16:34,0.009,Working,50,
2019-04-19T21:46:00Z,4/19/2019 16:46,0.009,Working,50,
2019-04-19T21:59:00Z,4/19/2019 16:59,0.009,Working,50,
2019-04-19T22:00:00Z,4/19/2019 17:00,0,Working,50,
2019-04-19T22:14:00Z,4/19/2019 17:14,0.009,Working,50,
2019-04-19T22:32:00Z,4/19/2019 17:32,0.009,Working,50,
2019-04-19T22:36:00Z,4/19/2019 17:36,0.009,Working,50,
2019-04-19T22:40:00Z,4/19/2019 17:40,0.009,Working,50,
2019-04-19T22:48:00Z,4/19/2019 17:48,0.009,Working,50,
2019-04-19T22:58:00Z,4/19/2019 17:58,0.009,Working,50,
2019-04-19T23:00:00Z,4/19/2019 18:00,0,Working,50,
2019-04-19T23:06:00Z,4/19/2019 18:06,0.009,Working,50,
2019-04-19T23:15:00Z,4/19/2019 18:15,0.009,Working,50,
2019-04-19T23:25:00Z,4/19/2019 18:25,0.009,Working,50,
2019-04-19T23:34:00Z,4/19/2019 18:34,0.009,Working,50,
2019-04-19T23:44:00Z,4/19/2019 18:44,0.009,Working,50,
2019-04-19T23:50:00Z,4/19/2019 18:50,0.009,Working,50,
2019-04-19T23:55:00Z,4/19/2019 18:55,0.009,Working,50,
2019-04-20T00:00:00Z,4/19/2019 19:00,0,Working,50,
2019-04-20T00:01:00Z,4/19/2019 19:01,0.009,Working,50,
2019-04-20T00:06:00Z,4/19/2019 19:06,0.009,Working,50,
2019-04-20T00:12:00Z,4/19/2019 19:12,0.009,Working,50,
2019-04-20T00:15:00Z,4/19/2019 19:15,0.009,Working,50,
2019-04-20T00:18:00Z,4/19/2019 19:18,0.009,Working,50,
2019-04-20T00:21:00Z,4/19/2019 19:21,0.009,Working,50,
2019-04-20T00:27:00Z,4/19/2019 19:27,0.009,Working,50,
2019-04-20T00:39:00Z,4/19/2019 19:39,0.009,Working,50,
2019-04-20T00:47:00Z,4/19/2019 19:47,0.009,Working,50,
2019-04-20T01:00:00Z,4/19/2019 20:00,0,Working,50,
2019-04-20T01:22:00Z,4/19/2019 20:22,0.009,Working,50,
2019-04-20T01:33:00Z,4/19/2019 20:33,0.009,Working,50,
2019-04-20T01:45:00Z,4/19/2019 20:45,0.009,Working,50,
2019-04-20T02:00:00Z,4/19/2019 21:00,0,Working,50,
2019-04-20T02:07:00Z,4/19/2019 21:07,0.009,Working,50,
2019-04-20T02:31:00Z,4/19/2019 21:31,0.009,Working,50,
2019-04-20T02:59:00Z,4/19/2019 21:59,0.009,Working,50,
2019-04-20T03:00:00Z,4/19/2019 22:00,0,Working,50,
2019-04-20T03:17:00Z,4/19/2019 22:17,0.009,Working,50,
2019-04-20T03:27:00Z,4/19/2019 22:27,0.009,Working,50,
2019-04-20T03:38:00Z,4/19/2019 22:38,0.009,Working,50,
2019-04-20T04:00:00Z,4/19/2019 23:00,0,Working,50,
2019-04-20T04:18:00Z,4/19/2019 23:18,0.009,Working,50,
2019-04-20T05:00:00Z,4/20/2019 0:00,0,Working,50,
2019-04-20T06:00:00Z,4/20/2019 1:00,0,Working,50,
2019-04-20T06:52:00Z,4/20/2019 1:52,0.009,Working,50,
2019-04-20T07:00:00Z,4/20/2019 2:00,0,Working,50,
2019-04-20T08:00:00Z,4/20/2019 3:00,0,Working,50,
2019-04-20T09:00:00Z,4/20/2019 4:00,0,Working,50,
2019-04-20T10:00:00Z,4/20/2019 5:00,0,Working,50,
2019-04-20T10:08:00Z,4/20/2019 5:08,0.009,Working,50,
2019-04-20T10:10:00Z,4/20/2019 5:10,0.009,Working,50,
2019-04-20T10:13:00Z,4/20/2019 5:13,0.009,Working,50,
2019-04-20T10:16:00Z,4/20/2019 5:16,0.009,Working,50,
2019-04-20T10:18:00Z,4/20/2019 5:18,0.009,Working,50,
2019-04-20T10:19:00Z,4/20/2019 5:19,0.009,Working,50,
2019-04-20T10:21:00Z,4/20/2019 5:21,0.009,Working,50,
2019-04-20T10:45:00Z,4/20/2019 5:45,0.009,Working,50,
2019-04-20T11:00:00Z,4/20/2019 6:00,0,Working,50,
2019-04-20T12:00:00Z,4/20/2019 7:00,0,Working,50,
2019-04-20T13:00:00Z,4/20/2019 8:00,0,Working,50,
2019-04-20T14:00:00Z,4/20/2019 9:00,0,Working,50,
2019-04-20T15:00:00Z,4/20/2019 10:00,0,Working,50,
2019-04-20T16:00:00Z,4/20/2019 11:00,0,Working,50,
2019-04-20T17:00:00Z,4/20/2019 12:00,0,Working,50,
2019-04-20T18:00:00Z,4/20/2019 13:00,0,Working,50,
2019-04-20T18:06:00Z,4/20/2019 13:06,0.009,Working,50,
2019-04-20T19:00:00Z,4/20/2019 14:00,0,Working,50,
2019-04-20T20:00:00Z,4/20/2019 15:00,0,Working,50,
2019-04-20T21:00:00Z,4/20/2019 16:00,0,Working,50,
2019-04-20T21:43:00Z,4/20/2019 16:43,0.009,Working,50,
2019-04-20T22:00:00Z,4/20/2019 17:00,0,Working,50,
2019-04-20T23:00:00Z,4/20/2019 18:00,0,Working,50,
2019-04-21T00:00:00Z,4/20/2019 19:00,0,Working,50,
2019-04-21T00:39:00Z,4/20/2019 19:39,0.009,Working,50,
2019-04-21T00:41:00Z,4/20/2019 19:41,0.009,Working,50,
2019-04-21T00:43:00Z,4/20/2019 19:43,0.009,Working,50,
2019-04-21T00:45:00Z,4/20/2019 19:45,0.009,Working,50,
2019-04-21T00:49:00Z,4/20/2019 19:49,0.009,Working,50,
2019-04-21T00:53:00Z,4/20/2019 19:53,0.009,Working,50,
2019-04-21T01:00:00Z,4/20/2019 20:00,0,Working,50,
2019-04-21T01:07:00Z,4/20/2019 20:07,0.009,Working,50,
2019-04-21T01:20:00Z,4/20/2019 20:20,0.009,Working,50,
2019-04-21T01:29:00Z,4/20/2019 20:29,0.009,Working,50,
2019-04-21T02:00:00Z,4/20/2019 21:00,0,Working,50,
2019-04-21T02:02:00Z,4/20/2019 21:02,0.009,Working,50,
2019-04-21T02:04:00Z,4/20/2019 21:04,0.009,Working,50,
2019-04-21T02:10:00Z,4/20/2019 21:10,0.009,Working,50,
2019-04-21T03:00:00Z,4/20/2019 22:00,0,Working,50,
2019-04-21T04:00:00Z,4/20/2019 23:00,0,Working,50,
2019-04-21T05:00:00Z,4/21/2019 0:00,0,Working,50,
2019-04-21T06:00:00Z,4/21/2019 1:00,0,Working,50,
2019-04-21T07:00:00Z,4/21/2019 2:00,0,Working,50,
2019-04-21T08:00:00Z,4/21/2019 3:00,0,Working,50,
2019-04-21T09:00:00Z,4/21/2019 4:00,0,Working,50,
2019-04-21T10:00:00Z,4/21/2019 5:00,0,Working,50,
2019-04-21T11:00:00Z,4/21/2019 6:00,0,Working,50,
2019-04-21T12:00:00Z,4/21/2019 7:00,0,Working,50,
2019-04-21T13:00:00Z,4/21/2019 8:00,0,Working,50,
2019-04-21T14:00:00Z,4/21/2019 9:00,0,Working,50,
2019-04-21T15:00:00Z,4/21/2019 10:00,0,Working,50,
2019-04-21T16:00:00Z,4/21/2019 11:00,0,Working,50,
2019-04-21T17:00:00Z,4/21/2019 12:00,0,Working,50,
2019-04-21T18:00:00Z,4/21/2019 13:00,0,Working,50,
2019-04-21T19:00:00Z,4/21/2019 14:00,0,Working,50,
2019-04-21T20:00:00Z,4/21/2019 15:00,0,Working,50,
2019-04-21T21:00:00Z,4/21/2019 16:00,0,Working,50,
2019-04-21T22:00:00Z,4/21/2019 17:00,0,Working,50,
2019-04-21T23:00:00Z,4/21/2019 18:00,0,Working,50,
2019-04-22T00:00:00Z,4/21/2019 19:00,0,Working,50,
2019-04-22T01:00:00Z,4/21/2019 20:00,0,Working,50,
2019-04-22T02:00:00Z,4/21/2019 21:00,0,Working,50,
2019-04-22T03:00:00Z,4/21/2019 22:00,0,Working,50,
2019-04-22T04:00:00Z,4/21/2019 23:00,0,Working,50,
2019-04-22T05:00:00Z,4/22/2019 0:00,0,Working,50,
2019-04-22T06:00:00Z,4/22/2019 1:00,0,Working,50,
2019-04-22T07:00:00Z,4/22/2019 2:00,0,Working,50,
2019-04-22T08:00:00Z,4/22/2019 3:00,0,Working,50,
2019-04-22T09:00:00Z,4/22/2019 4:00,0,Working,50,
2019-04-22T10:00:00Z,4/22/2019 5:00,0,Working,50,
2019-04-22T10:27:00Z,4/22/2019 5:27,0.009,Working,50,
2019-04-22T11:00:00Z,4/22/2019 6:00,0,Working,50,
2019-04-22T12:00:00Z,4/22/2019 7:00,0,Working,50,
2019-04-22T13:00:00Z,4/22/2019 8:00,0,Working,50,
2019-04-22T14:00:00Z,4/22/2019 9:00,0,Working,50,
2019-04-22T15:00:00Z,4/22/2019 10:00,0,Working,50,
2019-04-22T16:00:00Z,4/22/2019 11:00,0,Working,50,
2019-04-22T17:00:00Z,4/22/2019 12:00,0,Working,50,
2019-04-22T18:00:00Z,4/22/2019 13:00,0,Working,50,
2019-04-22T19:00:00Z,4/22/2019 14:00,0,Working,50,
2019-04-22T20:00:00Z,4/22/2019 15:00,0,Working,50,
2019-04-22T21:00:00Z,4/22/2019 16:00,0,Working,50,
2019-04-22T22:00:00Z,4/22/2019 17:00,0,Working,50,
2019-04-22T23:00:00Z,4/22/2019 18:00,0,Working,50,
2019-04-23T00:00:00Z,4/22/2019 19:00,0,Working,50,
2019-04-23T01:00:00Z,4/22/2019 20:00,0,Working,50,
2019-04-23T02:00:00Z,4/22/2019 21:00,0,Working,50,
2019-04-23T03:00:00Z,4/22/2019 22:00,0,Working,50,
2019-04-23T04:00:00Z,4/22/2019 23:00,0,Working,50,
2019-04-23T05:00:00Z,4/23/2019 0:00,0,Working,50,
2019-04-23T06:00:00Z,4/23/2019 1:00,0,Working,50,
2019-04-23T07:00:00Z,4/23/2019 2:00,0,Working,50,
2019-04-23T08:00:00Z,4/23/2019 3:00,0,Working,50,
2019-04-23T09:00:00Z,4/23/2019 4:00,0,Working,50,
2019-04-23T10:00:00Z,4/23/2019 5:00,0,Working,50,
2019-04-23T11:00:00Z,4/23/2019 6:00,0,Working,50,
2019-04-23T12:00:00Z,4/23/2019 7:00,0,Working,50,
2019-04-23T13:00:00Z,4/23/2019 8:00,0,Working,50,
2019-04-23T14:00:00Z,4/23/2019 9:00,0,Working,50,
2019-04-23T15:00:00Z,4/23/2019 10:00,0,Working,50,
2019-04-23T16:00:00Z,4/23/2019 11:00,0,Working,50,
2019-04-23T17:00:00Z,4/23/2019 12:00,0,Working,50,
2019-04-23T18:00:00Z,4/23/2019 13:00,0,Working,50,
2019-04-23T18:35:00Z,4/23/2019 13:35,0.009,Working,50,
2019-04-23T18:36:00Z,4/23/2019 13:36,0.009,Working,50,
2019-04-23T19:00:00Z,4/23/2019 14:00,0,Working,50,
2019-04-23T19:47:00Z,4/23/2019 14:47,0.009,Working,50,
2019-04-23T20:00:00Z,4/23/2019 15:00,0,Working,50,
2019-04-23T21:00:00Z,4/23/2019 16:00,0,Working,50,
2019-04-23T22:00:00Z,4/23/2019 17:00,0,Working,50,
2019-04-23T23:00:00Z,4/23/2019 18:00,0,Working,50,
2019-04-24T00:00:00Z,4/23/2019 19:00,0,Working,50,
2019-04-24T01:00:00Z,4/23/2019 20:00,0,Working,50,
2019-04-24T02:00:00Z,4/23/2019 21:00,0,Working,50,
2019-04-24T03:00:00Z,4/23/2019 22:00,0,Working,50,
2019-04-24T04:00:00Z,4/23/2019 23:00,0,Working,50,
2019-04-24T05:00:00Z,4/24/2019 0:00,0,Working,50,
2019-04-24T06:00:00Z,4/24/2019 1:00,0,Working,50,
2019-04-24T07:00:00Z,4/24/2019 2:00,0,Working,50,
2019-04-24T08:00:00Z,4/24/2019 3:00,0,Working,50,
2019-04-24T09:00:00Z,4/24/2019 4:00,0,Working,50,
2019-04-24T10:00:00Z,4/24/2019 5:00,0,Working,50,
2019-04-24T11:00:00Z,4/24/2019 6:00,0,Working,50,
2019-04-24T12:00:00Z,4/24/2019 7:00,0,Working,50,
2019-04-24T13:00:00Z,4/24/2019 8:00,0,Working,50,
2019-04-24T14:00:00Z,4/24/2019 9:00,0,Working,50,
2019-04-24T15:00:00Z,4/24/2019 10:00,0,Working,50,
2019-04-24T16:00:00Z,4/24/2019 11:00,0,Working,50,
2019-04-24T17:00:00Z,4/24/2019 12:00,0,Working,50,
2019-04-24T18:00:00Z,4/24/2019 13:00,0,Working,50,
2019-04-24T19:00:00Z,4/24/2019 14:00,0,Working,50,
2019-04-24T20:00:00Z,4/24/2019 15:00,0,Working,50,
2019-04-24T21:00:00Z,4/24/2019 16:00,0,Working,50,
2019-04-24T22:00:00Z,4/24/2019 17:00,0,Working,50,
2019-04-24T23:00:00Z,4/24/2019 18:00,0,Working,50,
2019-04-25T00:00:00Z,4/24/2019 19:00,0,Working,50,
2019-04-25T01:00:00Z,4/24/2019 20:00,0,Working,50,
2019-04-25T02:00:00Z,4/24/2019 21:00,0,Working,50,
2019-04-25T03:00:00Z,4/24/2019 22:00,0,Working,50,
2019-04-25T04:00:00Z,4/24/2019 23:00,0,Working,50,
2019-04-25T05:00:00Z,4/25/2019 0:00,0,Working,50,
2019-04-25T06:00:00Z,4/25/2019 1:00,0,Working,50,
2019-04-25T07:00:00Z,4/25/2019 2:00,0,Working,50,
2019-04-25T08:00:00Z,4/25/2019 3:00,0,Working,50,
2019-04-25T09:00:00Z,4/25/2019 4:00,0,Working,50,
2019-04-25T10:00:00Z,4/25/2019 5:00,0,Working,50,
2019-04-25T11:00:00Z,4/25/2019 6:00,0,Working,50,
2019-04-25T12:00:00Z,4/25/2019 7:00,0,Working,50,
2019-04-25T13:00:00Z,4/25/2019 8:00,0,Working,50,
2019-04-25T14:00:00Z,4/25/2019 9:00,0,Working,50,
2019-04-25T15:00:00Z,4/25/2019 10:00,0,Working,50,
2019-04-25T16:00:00Z,4/25/2019 11:00,0,Working,50,
2019-04-25T17:00:00Z,4/25/2019 12:00,0,Working,50,
2019-04-25T18:00:00Z,4/25/2019 13:00,0,Working,50,
2019-04-25T19:00:00Z,4/25/2019 14:00,0,Working,50,
2019-04-25T20:00:00Z,4/25/2019 15:00,0,Working,50,
2019-04-25T21:00:00Z,4/25/2019 16:00,0,Working,50,
2019-04-25T22:00:00Z,4/25/2019 17:00,0,Working,50,
